chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name	closest feature	distance	within bflag	go=peroxisome organization
chr12	113167896	113168182	287	113168059	24	7.70109	3.38071	4.6402	HEK293Ts4peaks_peak_1339	DDX54	2.167		
chr12	113313445	113315749	2305	113314383	1200	2458.31	240.484	2453.02	HEK293Ts4peaks_peak_1340	SLC8B1	4.728		
chr12	113761752	113762160	409	113761973	35	20.6623	6.82544	17.2912	HEK293Ts4peaks_peak_1341	LINC01234	4.391		
chr12	114222114	114222494	381	114222277	32	20.9084	7.53486	17.5322	HEK293Ts4peaks_peak_1342	LINC02459	19.466		
chr12	114565139	114565876	738	114565575	93	97.7745	21.4629	93.9491	HEK293Ts4peaks_peak_1343	ENSG00000255830	16.6535		
chr12	116017566	116017929	364	116017738	32	20.9084	7.53486	17.5322	HEK293Ts4peaks_peak_1344	MED13L	4.7605		
chr12	116364909	116365198	290	116365143	20	8.85969	4.2648	5.74768	HEK293Ts4peaks_peak_1345	ENSG00000258346	3.7105		
chr12	116759519	116759982	464	116759774	42	29.2212	8.85875	25.7583	HEK293Ts4peaks_peak_1346	RNFT2	0.1845	1.0	
chr12	118707814	118708149	336	118708085	48	8.49633	2.50701	5.39739	HEK293Ts4peaks_peak_1347	RPL17P37	30.5295		
chr12	120251214	120251581	368	120251444	27	10.6063	4.14482	7.43011	HEK293Ts4peaks_peak_1348	PXN	1.2365		
chr12	120380354	120380762	409	120380595	29	17.3293	6.55929	14.0053	HEK293Ts4peaks_peak_1349	ENSG00000256695	8.944		
chr12	120710472	120710789	318	120710620	18	6.55306	3.46941	3.56678	HEK293Ts4peaks_peak_1350	UNC119B	0.1135	1.0	
chr12	121024246	121024772	527	121024572	42	29.2966	8.88991	25.8313	HEK293Ts4peaks_peak_1351	OASL	0.133	1.0	
chr12	121353631	121354320	690	121353923	25	11.5473	4.74762	8.34361	HEK293Ts4peaks_peak_1352	ANAPC5	1.5585		
chr12	121354923	121356831	1909	121355586	1781	4003.79	376.638	3998.07	HEK293Ts4peaks_peak_1353	ANAPC5	3.46		
chr12	121799935	121800753	819	121800275	124	116.744	18.5037	112.87	HEK293Ts4peaks_peak_1354	RHOF	0.333	1.0	
chr12	121883279	121883605	327	121883461	21	10.8149	5.02324	7.6298	HEK293Ts4peaks_peak_1355	ENSG00000287493	5.201		
chr12	122203543	122203924	382	122203761	18	6.55306	3.46941	3.56678	HEK293Ts4peaks_peak_1356	B3GNT4	0.0045	1.0	
chr12	122266754	122267284	531	122267009	68	56.9974	13.2582	53.3365	HEK293Ts4peaks_peak_1357	VPS33A	0.525	1.0	
chr12	122398131	122398460	330	122398301	33	20.1726	7.0046	16.8061	HEK293Ts4peaks_peak_1358	CLIP1	1.7185		
chr12	123271751	123272446	696	123272136	145	133.409	18.1719	129.498	HEK293Ts4peaks_peak_1359	CDK2AP1	0.2355	1.0	
chr12	123282146	123284191	2046	123283248	302	394.114	44.8529	389.879	HEK293Ts4peaks_peak_1360	RNA5SP375	0.1345	1.0	
chr12	123582929	123583340	412	123583126	21	10.8149	5.02324	7.6298	HEK293Ts4peaks_peak_1361	TMED2	1.3985		
chr12	124292818	124293136	319	124292973	15	5.51015	3.29628	2.62342	HEK293Ts4peaks_peak_1362	RFLNA	2.116		
chr12	124517320	124518177	858	124517958	51	26.8442	6.47217	23.4034	HEK293Ts4peaks_peak_1363	NCOR2	0.5455	1.0	
chr12	124566757	124567090	334	124566925	18	6.17843	3.30586	3.22607	HEK293Ts4peaks_peak_1364	NCOR2	0.5405	1.0	
chr12	124610164	124612154	1991	124611121	614	984.909	91.0381	980.252	HEK293Ts4peaks_peak_1365	ENSG00000278973	11.91		
chr12	124655008	124655415	408	124655229	35	20.8912	6.91734	17.5172	HEK293Ts4peaks_peak_1366	ENSG00000279087	16.7675		
chr12	125247243	125248824	1582	125247827	436	710.599	89.7059	706.111	HEK293Ts4peaks_peak_1367	ENSG00000279462	52.9025		
chr12	125492372	125492676	305	125492497	34	17.3575	5.72277	14.0321	HEK293Ts4peaks_peak_1368	TMEM132B	129.928		
chr12	125752413	125752712	300	125752623	14	4.90636	3.10113	2.07818	HEK293Ts4peaks_peak_1369	ENSG00000280125	56.1055		
chr12	126610103	126610478	376	126610365	22	11.6508	5.25157	8.44171	HEK293Ts4peaks_peak_1370	ENSG00000255900	6.2635		
chr12	127028650	127029139	490	127028776	16	6.18715	3.51462	3.23282	HEK293Ts4peaks_peak_1371	LINC02405	31.4565		
chr12	128844764	128845156	393	128844910	23	7.21224	3.28476	4.1814	HEK293Ts4peaks_peak_1372	GLT1D1	8.467		
chr12	129097064	129097342	279	129097181	22	9.29637	4.19981	6.1637	HEK293Ts4peaks_peak_1373	TMEM132D	11.203		
chr12	129303266	129303561	296	129303430	31	8.7098	3.21515	5.6022	HEK293Ts4peaks_peak_1374	ENSG00000280051	41.0685		
chr12	130728011	130730440	2430	130729266	601	914.225	76.864	909.608	HEK293Ts4peaks_peak_1375	RIMBP2	12.9265		
chr12	131475387	131476010	624	131475822	17	7.09907	3.83281	4.07528	HEK293Ts4peaks_peak_1376	ENSG00000279388	7.3355		
chr12	131828677	131828976	300	131828952	18	4.99069	2.80923	2.15352	HEK293Ts4peaks_peak_1377	MMP17	0.3315	1.0	
chr12	132148954	132149989	1036	132149812	136	26.1211	2.87315	22.6866	HEK293Ts4peaks_peak_1378	NOC4L	1.3695		
chr12	132186327	132191248	4922	132188813	2362	4978.27	301.71	4972.37	HEK293Ts4peaks_peak_1379	LINC02361	0.9075	1.0	
chr12	132558822	132559907	1086	132559548	202	198.691	21.7966	194.671	HEK293Ts4peaks_peak_1380	FBRSL1	0.6825	1.0	
chr12	132907659	132907951	293	132907798	17	5.39864	3.05732	2.52082	HEK293Ts4peaks_peak_1381	CHFR	1.342		
chr12	132918412	132918752	341	132918705	15	5.27175	3.18146	2.40882	HEK293Ts4peaks_peak_1382	ENSG00000250790	7.112		
chr12	132977082	132977607	526	132977178	15	4.71991	2.92161	1.93174	HEK293Ts4peaks_peak_1383	NANOGNBP2	4.4545		
chr12	133181317	133182079	763	133181630	173	186.04	25.7571	182.038	HEK293Ts4peaks_peak_1384	ZNF268	0.078	1.0	
chr12_GL877875v1_alt	1159	1544	386	1428	52	9.77777	2.62575	6.63113	HEK293Ts4peaks_peak_1385				
chr12_GL877875v1_alt	15691	15992	302	15854	29	9.08381	3.45866	5.96283	HEK293Ts4peaks_peak_1386				
chr12_GL877875v1_alt	41403	43252	1850	42142	591	888.373	73.9335	883.772	HEK293Ts4peaks_peak_1387				
chr12_GL877875v1_alt	163568	164100	533	163778	52	43.0405	12.1014	39.4667	HEK293Ts4peaks_peak_1388				
chr12_KI270835v1_alt	215741	216019	279	215909	30	10.64	3.87152	7.46295	HEK293Ts4peaks_peak_1389				
chr12_KI270837v1_alt	23825	24288	464	24095	49	39.4776	11.4165	35.9289	HEK293Ts4peaks_peak_1390				
chr12_KI270904v1_alt	547931	548402	472	548179	39	28.1873	9.13316	24.7325	HEK293Ts4peaks_peak_1391				
chr13	16113465	16113893	429	16113615	47	15.9654	4.04335	12.6647	HEK293Ts4peaks_peak_1392	ENSG00000279924	2064.786		
chr13	16123115	16123457	343	16123247	52	8.83194	2.46929	5.72079	HEK293Ts4peaks_peak_1393	ENSG00000279924	2055.179		
chr13	16128503	16128787	285	16128601	26	8.09281	3.36055	5.01478	HEK293Ts4peaks_peak_1394	ENSG00000279924	2049.82		
chr13	16135879	16136196	318	16136004	45	11.5376	3.18796	8.33483	HEK293Ts4peaks_peak_1395	ENSG00000279924	2042.4275		
chr13	16138103	16138714	612	16138617	31	6.8098	2.69557	3.80961	HEK293Ts4peaks_peak_1396	ENSG00000279924	2040.0565		
chr13	16141477	16141777	301	16141617	25	5.05514	2.4546	2.20985	HEK293Ts4peaks_peak_1397	ENSG00000279924	2036.838		
chr13	16143024	16143751	728	16143484	30	8.15173	3.11468	5.07174	HEK293Ts4peaks_peak_1398	ENSG00000279924	2035.0775		
chr13	16144624	16144967	344	16144840	26	9.04673	3.68651	5.92756	HEK293Ts4peaks_peak_1399	ENSG00000279924	2033.6695		
chr13	16150577	16151047	471	16150795	53	18.9612	4.31626	15.6116	HEK293Ts4peaks_peak_1400	ENSG00000279924	2027.653		
chr13	16152504	16152887	384	16152517	24	5.55805	2.65713	2.65281	HEK293Ts4peaks_peak_1401	ENSG00000279924	2025.7695		
chr13	16231621	16231930	310	16231740	36	13.6286	4.26568	10.3727	HEK293Ts4peaks_peak_1402	ENSG00000279924	1946.6895		
chr13	16232490	16232813	324	16232608	23	5.15673	2.57694	2.30196	HEK293Ts4peaks_peak_1403	ENSG00000279924	1945.8135		
chr13	16250246	16250718	473	16250538	67	15.3464	3.07648	12.056	HEK293Ts4peaks_peak_1404	ENSG00000279924	1927.983		
chr13	16251018	16251826	809	16251591	100	9.57207	1.96041	6.43176	HEK293Ts4peaks_peak_1405	ENSG00000279924	1927.043		
chr13	16252789	16253629	841	16253327	63	9.07819	2.29732	5.95762	HEK293Ts4peaks_peak_1406	ENSG00000279924	1925.256		
chr13	16255494	16255838	345	16255651	60	5.75711	1.8865	2.83642	HEK293Ts4peaks_peak_1407	ENSG00000279924	1922.799		
chr13	16287604	16288037	434	16287711	23	7.10352	3.24548	4.07864	HEK293Ts4peaks_peak_1408	ENSG00000279924	1890.6445		
chr13	16323331	16323606	276	16323467	41	12.2197	3.53793	8.99779	HEK293Ts4peaks_peak_1409	ENSG00000279924	1854.9965		
chr13	16396351	16396636	286	16396488	25	9.24015	3.84876	6.10996	HEK293Ts4peaks_peak_1410	ENSG00000279924	1781.9715		
chr13	16403605	16403970	366	16403656	29	5.87264	2.5271	2.94399	HEK293Ts4peaks_peak_1411	ENSG00000279924	1774.6775		
chr13	16407481	16407836	356	16407657	104	27.1948	3.5262	23.7496	HEK293Ts4peaks_peak_1412	ENSG00000279924	1770.8065		
chr13	16437910	16438288	379	16438203	29	7.60708	3.01421	4.55602	HEK293Ts4peaks_peak_1413	ENSG00000279924	1740.366		
chr13	16451582	16451906	325	16451897	22	5.22607	2.65164	2.36579	HEK293Ts4peaks_peak_1414	ENSG00000279924	1726.721		
chr13	16467510	16468088	579	16467752	35	5.71054	2.29179	2.79442	HEK293Ts4peaks_peak_1415	ENSG00000279924	1710.666		
chr13	16485761	16486105	345	16485802	28	4.55066	2.20527	1.78812	HEK293Ts4peaks_peak_1416	ENSG00000279924	1692.532		
chr13	16499329	16499793	465	16499494	112	15.0017	2.30792	11.7189	HEK293Ts4peaks_peak_1417	ENSG00000279924	1678.904		
chr13	16514824	16515260	437	16515174	46	14.4215	3.75675	11.1485	HEK293Ts4peaks_peak_1418	ENSG00000279924	1663.423		
chr13	16532027	16532303	277	16532119	20	8.34555	4.03511	5.25632	HEK293Ts4peaks_peak_1419	ENSG00000279924	1646.3		
chr13	16539811	16540135	325	16539876	49	8.02225	2.40105	4.94694	HEK293Ts4peaks_peak_1420	ENSG00000279924	1638.492		
chr13	16560407	16560681	275	16560530	36	11.6887	3.71752	8.47873	HEK293Ts4peaks_peak_1421	ENSG00000279924	1617.921		
chr13	16560986	16561344	359	16561243	39	9.03127	2.90069	5.91233	HEK293Ts4peaks_peak_1422	ENSG00000279924	1617.3		
chr13	16566712	16567011	300	16566882	18	5.75461	3.12489	2.83414	HEK293Ts4peaks_peak_1423	ENSG00000279924	1611.6035		
chr13	16567384	16567853	470	16567721	25	8.31524	3.51593	5.22753	HEK293Ts4peaks_peak_1424	ENSG00000279924	1610.8465		
chr13	16604006	16604444	439	16604308	30	8.88328	3.32855	5.77038	HEK293Ts4peaks_peak_1425	ENSG00000279924	1574.24		
chr13	16607748	16608066	319	16607857	111	12.5239	2.12126	9.29299	HEK293Ts4peaks_peak_1426	ENSG00000279924	1570.558		
chr13	16628884	16629226	343	16629125	71	10.6024	2.36713	7.42695	HEK293Ts4peaks_peak_1427	ENSG00000279924	1549.41		
chr13	16652251	16652867	617	16652481	32	15.6956	5.39575	12.3991	HEK293Ts4peaks_peak_1428	ENSG00000279924	1525.906		
chr13	16657930	16658516	587	16658381	100	20.5402	2.9486	17.1701	HEK293Ts4peaks_peak_1429	ENSG00000279924	1520.242		
chr13	16702856	16703153	298	16702930	24	8.58085	3.70074	5.47809	HEK293Ts4peaks_peak_1430	ENSG00000279924	1475.4605		
chr13	16766351	16766641	291	16766425	51	9.33208	2.57621	6.1983	HEK293Ts4peaks_peak_1431	ENSG00000279924	1411.969		
chr13	16769984	16770387	404	16770341	38	4.63917	1.99537	1.86217	HEK293Ts4peaks_peak_1432	ENSG00000279924	1408.2795		
chr13	16793230	16793563	334	16793353	44	14.0502	3.79064	10.7865	HEK293Ts4peaks_peak_1433	ENSG00000279924	1385.0685		
chr13	16799140	16799417	278	16799238	21	8.02013	3.78173	4.94497	HEK293Ts4peaks_peak_1434	ENSG00000279924	1379.1865		
chr13	16805558	16805929	372	16805824	19	8.06397	4.03302	4.98718	HEK293Ts4peaks_peak_1435	ENSG00000279924	1372.7215		
chr13	16852078	16852394	317	16852381	20	6.11678	3.10862	3.16899	HEK293Ts4peaks_peak_1436	ENSG00000279924	1326.229		
chr13	16853103	16853426	324	16853132	19	4.89247	2.70457	2.07107	HEK293Ts4peaks_peak_1437	ENSG00000279924	1325.2005		
chr13	16861434	16861851	418	16861770	33	9.86469	3.4161	6.71488	HEK293Ts4peaks_peak_1438	ENSG00000279924	1316.8225		
chr13	16874137	16874524	388	16874229	18	4.38833	2.56934	1.64374	HEK293Ts4peaks_peak_1439	ENSG00000279924	1304.1345		
chr13	16904975	16905292	318	16905041	52	5.84871	1.99401	2.92146	HEK293Ts4peaks_peak_1440	ENSG00000279924	1273.3315		
chr13	16909103	16909404	302	16909399	24	4.17428	2.22581	1.49038	HEK293Ts4peaks_peak_1441	ENSG00000279924	1269.2115		
chr13	16921142	16921471	330	16921192	18	5.71133	3.10664	2.79442	HEK293Ts4peaks_peak_1442	ENSG00000279924	1257.1585		
chr13	16924271	16924598	328	16924361	61	9.50543	2.39012	6.36677	HEK293Ts4peaks_peak_1443	ENSG00000279924	1254.0305		
chr13	16931912	16932364	453	16931993	50	10.4189	2.79204	7.24881	HEK293Ts4peaks_peak_1444	ENSG00000279924	1246.327		
chr13	16946906	16947296	391	16946988	30	8.15173	3.11468	5.07174	HEK293Ts4peaks_peak_1445	ENSG00000279924	1231.364		
chr13	16947947	16948257	311	16948199	40	6.90836	2.41357	3.90108	HEK293Ts4peaks_peak_1446	ENSG00000279924	1230.363		
chr13	17027160	17027687	528	17027511	31	11.2607	3.98288	8.06515	HEK293Ts4peaks_peak_1447	ENSG00000279924	1151.0415		
chr13	17029085	17029448	364	17029269	71	19.6143	3.56706	16.2565	HEK293Ts4peaks_peak_1448	ENSG00000279924	1149.1985		
chr13	17054262	17054773	512	17054546	47	6.45015	2.17163	3.47165	HEK293Ts4peaks_peak_1449	ENSG00000279924	1123.9475		
chr13	17067562	17068017	456	17067644	45	10.8778	3.05267	7.69169	HEK293Ts4peaks_peak_1450	ENSG00000279924	1110.6755		
chr13	17092246	17092721	476	17092446	27	5.98499	2.64342	3.04683	HEK293Ts4peaks_peak_1451	ENSG00000279924	1085.9815		
chr13	17101313	17101610	298	17101544	14	5.49473	3.39673	2.60981	HEK293Ts4peaks_peak_1452	ENSG00000279924	1077.0035		
chr13	17114130	17114634	505	17114453	56	10.0908	2.57881	6.92948	HEK293Ts4peaks_peak_1453	ENSG00000279924	1064.083		
chr13	17117123	17117425	303	17117305	34	13.6814	4.46884	10.4249	HEK293Ts4peaks_peak_1454	ENSG00000279924	1061.191		
chr13	17130032	17130345	314	17130107	32	5.33179	2.28701	2.4604	HEK293Ts4peaks_peak_1455	ENSG00000279924	1048.2765		
chr13	17132432	17132725	294	17132588	18	6.5163	3.45321	3.53402	HEK293Ts4peaks_peak_1456	ENSG00000279924	1045.8865		
chr13	17143181	17143504	324	17143275	53	7.96558	2.30945	4.89283	HEK293Ts4peaks_peak_1457	ENSG00000279924	1035.1225		
chr13	17151423	17151774	352	17151480	60	7.95316	2.18963	4.88083	HEK293Ts4peaks_peak_1458	ENSG00000279924	1026.8665		
chr13	17196104	17196425	322	17196214	34	7.70971	2.79758	4.64827	HEK293Ts4peaks_peak_1459	ENSG00000279924	982.2005		
chr13	17222365	17222715	351	17222440	85	12.8764	2.42032	9.63828	HEK293Ts4peaks_peak_1460	ENSG00000279924	955.925		
chr13	17266725	17267102	378	17266942	38	12.7344	3.85781	9.49871	HEK293Ts4peaks_peak_1461	ENSG00000279924	911.5515		
chr13	17274219	17274593	375	17274307	22	4.68781	2.46957	1.90492	HEK293Ts4peaks_peak_1462	ENSG00000279924	904.059		
chr13	17282066	17282727	662	17282224	27	11.5034	4.47614	8.30106	HEK293Ts4peaks_peak_1463	ENSG00000279924	896.0685		
chr13	17292310	17292629	320	17292376	44	8.17037	2.55294	5.08966	HEK293Ts4peaks_peak_1464	ENSG00000279924	885.9955		
chr13	17305132	17305501	370	17305372	57	9.15343	2.41449	6.03046	HEK293Ts4peaks_peak_1465	ENSG00000279924	873.1485		
chr13	17311291	17311617	327	17311539	50	12.2173	3.11969	8.99547	HEK293Ts4peaks_peak_1466	ENSG00000279924	867.011		
chr13	17318922	17319227	306	17319034	26	7.33721	3.11279	4.29925	HEK293Ts4peaks_peak_1467	ENSG00000279924	859.3905		
chr13	17339772	17340301	530	17340110	29	9.08381	3.45866	5.96283	HEK293Ts4peaks_peak_1468	ENSG00000279924	838.4285		
chr13	17352829	17353151	323	17353085	35	11.0689	3.61705	7.87674	HEK293Ts4peaks_peak_1469	ENSG00000279924	825.475		
chr13	17354626	17354900	275	17354735	67	12.5393	2.68768	9.30746	HEK293Ts4peaks_peak_1470	ENSG00000279924	823.702		
chr13	17359763	17360244	482	17360121	71	13.8616	2.77562	10.602	HEK293Ts4peaks_peak_1471	ENSG00000279924	818.4615		
chr13	17369017	17369508	492	17369354	96	13.5501	2.34936	10.2955	HEK293Ts4peaks_peak_1472	ENSG00000279924	809.2025		
chr13	17376651	17377066	416	17376986	96	15.6679	2.54657	12.3722	HEK293Ts4peaks_peak_1473	ENSG00000279924	801.6065		
chr13	17387896	17388322	427	17387980	51	7.58341	2.28645	4.53367	HEK293Ts4peaks_peak_1474	ENSG00000279924	790.356		
chr13	17392603	17392925	323	17392709	40	4.6788	1.96886	1.89736	HEK293Ts4peaks_peak_1475	ENSG00000279924	785.701		
chr13	17401449	17402514	1066	17402261	66	5.93209	1.85226	2.99761	HEK293Ts4peaks_peak_1476	ENSG00000279924	776.4835		
chr13	17413193	17413998	806	17413542	86	7.82987	1.90104	4.76439	HEK293Ts4peaks_peak_1477	ENSG00000279924	764.8695		
chr13	17417489	17417767	279	17417581	54	8.36108	2.35222	5.27128	HEK293Ts4peaks_peak_1478	ENSG00000279924	760.837		
chr13	17479507	17479957	451	17479823	76	16.2659	2.96837	12.9586	HEK293Ts4peaks_peak_1479	ENSG00000279924	698.733		
chr13	17485774	17486210	437	17485884	91	16.3368	2.68586	13.0288	HEK293Ts4peaks_peak_1480	ENSG00000279924	692.473		
chr13	17502066	17502400	335	17502345	43	7.73272	2.49621	4.67066	HEK293Ts4peaks_peak_1481	ENSG00000279924	676.232		
chr13	17517927	17518521	595	17518300	68	4.21219	1.62098	1.52278	HEK293Ts4peaks_peak_1482	ENSG00000279924	660.241		
chr13	17527307	17527698	392	17527394	32	8.55893	3.11545	5.45833	HEK293Ts4peaks_peak_1483	ENSG00000279924	650.9625		
chr13	17530916	17531283	368	17530974	30	5.83001	2.47785	2.90439	HEK293Ts4peaks_peak_1484	ENSG00000279924	647.3655		
chr13	17538054	17538830	777	17538145	28	8.48709	3.34337	5.3884	HEK293Ts4peaks_peak_1485	ENSG00000279924	640.023		
chr13	17594768	17595075	308	17595071	17	5.13401	2.94314	2.28156	HEK293Ts4peaks_peak_1486	ENSG00000279924	583.5435		
chr13	17617815	17618747	933	17617877	17	5.81517	3.24051	2.89038	HEK293Ts4peaks_peak_1487	ENSG00000279924	560.184		
chr13	17639495	17639811	317	17639682	24	8.58085	3.70074	5.47809	HEK293Ts4peaks_peak_1488	ENSG00000279924	538.812		
chr13	17644960	17645355	396	17644973	83	6.0206	1.73833	3.08148	HEK293Ts4peaks_peak_1489	ENSG00000279924	533.3075		
chr13	17656030	17656432	403	17656312	56	4.38205	1.72861	1.6399	HEK293Ts4peaks_peak_1490	ENSG00000279924	522.234		
chr13	17670548	17671174	627	17670738	28	7.07627	2.91373	4.05364	HEK293Ts4peaks_peak_1491	ENSG00000279924	507.604		
chr13	17679579	17680015	437	17679937	32	4.21135	2.01862	1.52196	HEK293Ts4peaks_peak_1492	ENSG00000279924	498.668		
chr13	17693146	17693588	443	17693455	49	15.4131	3.80219	12.1216	HEK293Ts4peaks_peak_1493	ENSG00000279924	485.098		
chr13	17704468	17704865	398	17704789	47	6.45015	2.17163	3.47165	HEK293Ts4peaks_peak_1494	ENSG00000279924	473.7985		
chr13	17708172	17708457	286	17708310	78	18.5274	3.20342	15.184	HEK293Ts4peaks_peak_1495	ENSG00000279924	470.1505		
chr13	17738745	17739059	315	17738825	36	8.12081	2.81362	5.04201	HEK293Ts4peaks_peak_1496	ENSG00000279924	439.563		
chr13	17751892	17752177	286	17752038	329	41.0128	2.3186	37.4537	HEK293Ts4peaks_peak_1497	ENSG00000279924	426.4305		
chr13	17759162	17759493	332	17759295	40	12.4397	3.65033	9.21305	HEK293Ts4peaks_peak_1498	ENSG00000279924	419.1375		
chr13	17772787	17773097	311	17772969	79	15.474	2.80721	12.1817	HEK293Ts4peaks_peak_1499	ENSG00000279924	405.523		
chr13	17795453	17795809	357	17795722	44	7.2589	2.38023	4.2255	HEK293Ts4peaks_peak_1500	ENSG00000279924	382.834		
chr13	17827738	17828229	492	17828095	50	4.66466	1.83067	1.88415	HEK293Ts4peaks_peak_1501	ENSG00000279924	350.4815		
chr13	17852477	17852851	375	17852703	62	16.7167	3.44899	13.4023	HEK293Ts4peaks_peak_1502	ENSG00000279924	325.801		
chr13	17861634	17862221	588	17861795	64	14.2331	2.99937	10.9661	HEK293Ts4peaks_peak_1503	ENSG00000279924	316.5375		
chr13	17880074	17880419	346	17880396	17	5.79226	3.23033	2.86933	HEK293Ts4peaks_peak_1504	ENSG00000279924	298.2185		
chr13	17903824	17904207	384	17903892	38	6.51288	2.38565	3.531	HEK293Ts4peaks_peak_1505	ENSG00000279924	274.4495		
chr13	17909774	17910190	417	17910106	52	6.1629	2.04317	3.2113	HEK293Ts4peaks_peak_1506	ENSG00000279924	268.483		
chr13	17928410	17928695	286	17928553	96	19.1723	2.8857	15.8194	HEK293Ts4peaks_peak_1507	ENSG00000279924	249.9125		
chr13	17931156	17931438	283	17931302	27	7.80419	3.19618	4.73944	HEK293Ts4peaks_peak_1508	ENSG00000279924	247.168		
chr13	17938617	17938950	334	17938766	56	19.9615	4.3345	16.5975	HEK293Ts4peaks_peak_1509	ENSG00000279924	239.6815		
chr13	17945642	17945932	291	17945790	73	14.8062	2.85272	11.5264	HEK293Ts4peaks_peak_1510	ENSG00000279924	232.678		
chr13	18019017	18019700	684	18019567	38	13.9482	4.18753	10.6861	HEK293Ts4peaks_peak_1511	ENSG00000279924	159.1065		
chr13	18031377	18031649	273	18031471	72	14.8823	2.8853	11.6019	HEK293Ts4peaks_peak_1512	ENSG00000279924	146.952		
chr13	18043642	18043945	304	18043879	46	6.44688	2.18974	3.46873	HEK293Ts4peaks_peak_1513	ENSG00000279924	134.6715		
chr13	18174052	18174395	344	18174163	24	7.70109	3.38071	4.6402	HEK293Ts4peaks_peak_1514	ENSG00000279924	4.2415		
chr13	18211769	18212475	707	18212050	2647	263.502	2.13601	259.4	HEK293Ts4peaks_peak_1515	FAM230C	0.163	1.0	
chr13	18278625	18278917	293	18278851	19	5.79629	3.06012	2.87297	HEK293Ts4peaks_peak_1516	GGT4P	7.949		
chr13	18342585	18342928	344	18342860	21	4.23652	2.36219	1.54434	HEK293Ts4peaks_peak_1517	ENSG00000279231	10.8235		
chr13	18619395	18619842	448	18619640	21	6.89582	3.33043	3.88909	HEK293Ts4peaks_peak_1518	LINC00388	7.9435		
chr13	18652139	18652418	280	18652296	13	4.89523	3.19661	2.07107	HEK293Ts4peaks_peak_1519	FEM1AP4	12.9565		
chr13	18875122	18875504	383	18875328	18	4.99891	2.81256	2.15927	HEK293Ts4peaks_peak_1520	ANKRD20A9P	3.346		
chr13	19095133	19095692	560	19095528	15	6.23159	3.65326	3.26666	HEK293Ts4peaks_peak_1521	RNA5SP24	6.9255		
chr13	19097526	19099076	1551	19098591	242	319.52	44.3719	315.357	HEK293Ts4peaks_peak_1522	RNA5SP24	9.814		
chr13	19601743	19602311	569	19602291	24	6.57553	2.99131	3.58735	HEK293Ts4peaks_peak_1523	LINC00350	14.909		
chr13	19786189	19787396	1208	19786950	151	154.069	22.5005	150.12	HEK293Ts4peaks_peak_1524	PSPC1	3.7735		
chr13	19879866	19880317	452	19880095	44	32.6165	9.80139	29.1219	HEK293Ts4peaks_peak_1525	ENSG00000275964	16.2535		
chr13	20300028	20300430	403	20300085	15	5.84167	3.45855	2.91464	HEK293Ts4peaks_peak_1526	GJB6	67.864		
chr13	20366491	20366792	302	20366615	14	5.14135	3.21801	2.2883	HEK293Ts4peaks_peak_1527	MIR4499	67.2045		
chr13	21061466	21061916	451	21061709	29	14.5794	5.40086	11.3041	HEK293Ts4peaks_peak_1528	LATS2	0.105	1.0	
chr13	21261295	21261670	376	21261605	22	4.47838	2.39988	1.72233	HEK293Ts4peaks_peak_1529	ESRRAP2	1.4505		
chr13	21286303	21289215	2913	21287966	1008	1815.27	145.052	1810.21	HEK293Ts4peaks_peak_1530	ENSG00000289133	0.069	1.0	
chr13	21298057	21298579	523	21298224	32	15.6956	5.39575	12.3991	HEK293Ts4peaks_peak_1531	MIPEPP3	0.059	1.0	
chr13	21742014	21742923	910	21742537	101	109.491	23.2896	105.634	HEK293Ts4peaks_peak_1532	RN7SL766P	48.0685		
chr13	21743657	21744028	372	21743982	14	5.36492	3.33067	2.48981	HEK293Ts4peaks_peak_1533	RN7SL766P	46.6945		
chr13	21775188	21775501	314	21775231	15	5.11272	3.10573	2.26426	HEK293Ts4peaks_peak_1534	RN7SL766P	15.1925		
chr13	21818628	21818987	360	21818680	15	5.36547	3.22641	2.49022	HEK293Ts4peaks_peak_1535	RN7SL766P	28.2705		
chr13	22456536	22456960	425	22456817	19	7.09031	3.60057	4.06708	HEK293Ts4peaks_peak_1536	ENSG00000287357	137.123		
chr13	22511783	22512096	314	22511810	16	6.93887	3.88159	3.92167	HEK293Ts4peaks_peak_1537	ENSG00000287357	81.9315		
